ocel_event_id;ocel_object_id;ocel_qualifier
determine_continuanceSilo92;Silo92;silo evaluated for pickup continuance
determine_continuanceSilo92;Silo92;silo evaluated for pickup continuance
load_trucktr143;tr143;cargo load for truck
load_trucktr48;tr48;cargo load for truck
weigh_loaded_trucktr143;tr143;Truck weighed
weigh_loaded_trucktr48;tr48;Truck weighed
print_w_tickettr143;tr143;Printed weighing ticket for pickup plan
input_tally_sheettr143;tr143;Tally Sheet for pickup plan
print_w_tickettr48;tr48;Printed weighing ticket for pickup plan
input_tally_sheettr48;tr48;Tally Sheet for pickup plan
eval_trs_exittr143_Pcp1990;tr143;Exit evaluation for truck
eval_trs_exittr48_Pcp1990;tr48;Exit evaluation for truck
assign_trs_Pcp1436;tr237;Pickup plan trucks assignment
assign_trs_Pcp1436;tr235;Pickup plan trucks assignment
assign_trs_Pcp1436;tr30;Pickup plan trucks assignment
assign_trs_Pcp1436;tr215;Pickup plan trucks assignment
assign_trs_Pcp1436;tr39;Pickup plan trucks assignment
assign_trs_Pcp1436;tr157;Pickup plan trucks assignment
trs_entrytr237;tr237;Entry evaluation for truck
trs_entrytr215;tr215;Entry evaluation for truck
trs_entrytr30;tr30;Entry evaluation for truck
trs_entrytr39;tr39;Entry evaluation for truck
trs_entrytr235;tr235;Entry evaluation for truck
weigh_empty_trucktr237;tr237;Empty truck weighed
trs_entrytr157;tr157;Entry evaluation for truck
weigh_empty_trucktr235;tr235;Empty truck weighed
weigh_empty_trucktr30;tr30;Empty truck weighed
weigh_empty_trucktr215;tr215;Empty truck weighed
weigh_empty_trucktr39;tr39;Empty truck weighed
weigh_empty_trucktr157;tr157;Empty truck weighed
check_abnormalitytr237;tr237;truck exmained for empty weight abnormality
check_abnormalitytr30;tr30;truck exmained for empty weight abnormality
check_abnormalitytr215;tr215;truck exmained for empty weight abnormality
check_abnormalitytr39;tr39;truck exmained for empty weight abnormality
check_abnormalitytr235;tr235;truck exmained for empty weight abnormality
fail_weightr237;tr237;Truck failed to be weighed
check_abnormalitytr157;tr157;truck exmained for empty weight abnormality
fail_weightr215;tr215;Truck failed to be weighed
fail_weightr39;tr39;Truck failed to be weighed
fail_weightr30;tr30;Truck failed to be weighed
arrive_at_Silo53;Silo53;Silo for truck load
arrive_at_Silo53;Silo53;Silo for truck load
determine_continuanceSilo53;Silo53;silo evaluated for pickup continuance
determine_continuanceSilo53;Silo53;silo evaluated for pickup continuance
load_trucktr235;tr235;cargo load for truck
load_trucktr157;tr157;cargo load for truck
Lodge_Pcp252;Pcp252;lodged pickup plan
Lodge_Pcp252;Cr1252;cargo to be picked up
weigh_loaded_trucktr235;tr235;Truck weighed
assign_trs_Pcp221;tr8;Pickup plan trucks assignment
assign_trs_Pcp221;tr97;Pickup plan trucks assignment
assign_trs_Pcp221;tr131;Pickup plan trucks assignment
weigh_loaded_trucktr157;tr157;Truck weighed
assign_trs_Pcp221;tr77;Pickup plan trucks assignment
assign_trs_Pcp612;tr127;Pickup plan trucks assignment
assign_trs_Pcp612;tr148;Pickup plan trucks assignment
assign_trs_Pcp612;tr122;Pickup plan trucks assignment
assign_trs_Pcp612;tr134;Pickup plan trucks assignment
assign_trs_Pcp612;tr161;Pickup plan trucks assignment
assign_trs_Pcp612;tr163;Pickup plan trucks assignment
print_w_tickettr235;tr235;Printed weighing ticket for pickup plan
input_tally_sheettr235;tr235;Tally Sheet for pickup plan
input_tally_sheettr157;tr157;Tally Sheet for pickup plan
print_w_tickettr157;tr157;Printed weighing ticket for pickup plan
trs_entrytr97;tr97;Entry evaluation for truck
trs_entrytr131;tr131;Entry evaluation for truck
trs_entrytr8;tr8;Entry evaluation for truck
trs_entrytr77;tr77;Entry evaluation for truck
trs_entrytr148;tr148;Entry evaluation for truck
trs_entrytr127;tr127;Entry evaluation for truck
eval_trs_exittr235_Pcp1436;tr235;Exit evaluation for truck
eval_trs_exittr157_Pcp1436;tr157;Exit evaluation for truck
trs_entrytr134;tr134;Entry evaluation for truck
trs_entrytr161;tr161;Entry evaluation for truck
trs_entrytr163;tr163;Entry evaluation for truck
trs_entrytr122;tr122;Entry evaluation for truck
Lodge_Pcp513;Pcp513;lodged pickup plan
Lodge_Pcp513;Cr398;cargo to be picked up
weigh_empty_trucktr8;tr8;Empty truck weighed
weigh_empty_trucktr131;tr131;Empty truck weighed
weigh_empty_trucktr97;tr97;Empty truck weighed
weigh_empty_trucktr77;tr77;Empty truck weighed
weigh_empty_trucktr127;tr127;Empty truck weighed
weigh_empty_trucktr148;tr148;Empty truck weighed
weigh_empty_trucktr122;tr122;Empty truck weighed
weigh_empty_trucktr163;tr163;Empty truck weighed
weigh_empty_trucktr134;tr134;Empty truck weighed
weigh_empty_trucktr161;tr161;Empty truck weighed
check_abnormalitytr97;tr97;truck exmained for empty weight abnormality
check_abnormalitytr131;tr131;truck exmained for empty weight abnormality
check_abnormalitytr8;tr8;truck exmained for empty weight abnormality
check_abnormalitytr134;tr134;truck exmained for empty weight abnormality
check_abnormalitytr163;tr163;truck exmained for empty weight abnormality
check_abnormalitytr122;tr122;truck exmained for empty weight abnormality
check_abnormalitytr161;tr161;truck exmained for empty weight abnormality
check_abnormalitytr77;tr77;truck exmained for empty weight abnormality
check_abnormalitytr127;tr127;truck exmained for empty weight abnormality
check_abnormalitytr148;tr148;truck exmained for empty weight abnormality
fail_weightr97;tr97;Truck failed to be weighed
fail_weightr131;tr131;Truck failed to be weighed
fail_weightr8;tr8;Truck failed to be weighed
fail_weightr163;tr163;Truck failed to be weighed
fail_weightr161;tr161;Truck failed to be weighed
fail_weightr134;tr134;Truck failed to be weighed
fail_weightr122;tr122;Truck failed to be weighed
fail_weightr77;tr77;Truck failed to be weighed
fail_weightr148;tr148;Truck failed to be weighed
fail_weightr127;tr127;Truck failed to be weighed
assign_trs_Pcp252;tr124;Pickup plan trucks assignment
assign_trs_Pcp252;tr257;Pickup plan trucks assignment
assign_trs_Pcp252;tr221;Pickup plan trucks assignment
assign_trs_Pcp252;tr73;Pickup plan trucks assignment
assign_trs_Pcp252;tr152;Pickup plan trucks assignment
trs_entrytr124;tr124;Entry evaluation for truck
trs_entrytr221;tr221;Entry evaluation for truck
trs_entrytr257;tr257;Entry evaluation for truck
trs_entrytr73;tr73;Entry evaluation for truck
trs_entrytr152;tr152;Entry evaluation for truck
weigh_empty_trucktr124;tr124;Empty truck weighed
weigh_empty_trucktr221;tr221;Empty truck weighed
weigh_empty_trucktr257;tr257;Empty truck weighed
weigh_empty_trucktr73;tr73;Empty truck weighed
weigh_empty_trucktr152;tr152;Empty truck weighed
check_abnormalitytr124;tr124;truck exmained for empty weight abnormality
check_abnormalitytr152;tr152;truck exmained for empty weight abnormality
check_abnormalitytr73;tr73;truck exmained for empty weight abnormality
check_abnormalitytr221;tr221;truck exmained for empty weight abnormality
check_abnormalitytr257;tr257;truck exmained for empty weight abnormality
fail_weightr152;tr152;Truck failed to be weighed
fail_weightr73;tr73;Truck failed to be weighed
arrive_at_Silo60;Silo60;Silo for truck load
determine_continuanceSilo60;Silo60;silo evaluated for pickup continuance
arrive_at_Silo60;Silo60;Silo for truck load
arrive_at_Silo60;Silo60;Silo for truck load
load_trucktr124;tr124;cargo load for truck
determine_continuanceSilo60;Silo60;silo evaluated for pickup continuance
determine_continuanceSilo60;Silo60;silo evaluated for pickup continuance
assign_trs_Pcp513;tr22;Pickup plan trucks assignment
assign_trs_Pcp513;tr208;Pickup plan trucks assignment
load_trucktr221;tr221;cargo load for truck
load_trucktr257;tr257;cargo load for truck
assign_trs_Pcp513;tr287;Pickup plan trucks assignment
assign_trs_Pcp513;tr275;Pickup plan trucks assignment
assign_trs_Pcp513;tr244;Pickup plan trucks assignment
weigh_loaded_trucktr124;tr124;Truck weighed
trs_entrytr208;tr208;Entry evaluation for truck
trs_entrytr22;tr22;Entry evaluation for truck
print_w_tickettr124;tr124;Printed weighing ticket for pickup plan
input_tally_sheettr124;tr124;Tally Sheet for pickup plan
trs_entrytr244;tr244;Entry evaluation for truck
trs_entrytr275;tr275;Entry evaluation for truck
trs_entrytr287;tr287;Entry evaluation for truck
weigh_loaded_trucktr221;tr221;Truck weighed
weigh_loaded_trucktr257;tr257;Truck weighed
weigh_empty_trucktr22;tr22;Empty truck weighed
weigh_empty_trucktr208;tr208;Empty truck weighed
eval_trs_exittr124_Pcp252;tr124;Exit evaluation for truck
weigh_empty_trucktr287;tr287;Empty truck weighed
weigh_empty_trucktr244;tr244;Empty truck weighed
weigh_empty_trucktr275;tr275;Empty truck weighed
Lodge_Pcp1131;Pcp1131;lodged pickup plan
Lodge_Pcp1131;Cr937;cargo to be picked up
check_abnormalitytr208;tr208;truck exmained for empty weight abnormality
check_abnormalitytr22;tr22;truck exmained for empty weight abnormality
check_abnormalitytr244;tr244;truck exmained for empty weight abnormality
check_abnormalitytr287;tr287;truck exmained for empty weight abnormality
check_abnormalitytr275;tr275;truck exmained for empty weight abnormality
input_tally_sheettr257;tr257;Tally Sheet for pickup plan
input_tally_sheettr221;tr221;Tally Sheet for pickup plan
print_w_tickettr257;tr257;Printed weighing ticket for pickup plan
print_w_tickettr221;tr221;Printed weighing ticket for pickup plan
fail_weightr22;tr22;Truck failed to be weighed
fail_weightr208;tr208;Truck failed to be weighed
fail_weightr244;tr244;Truck failed to be weighed
fail_weightr287;tr287;Truck failed to be weighed
fail_weightr275;tr275;Truck failed to be weighed
eval_trs_exittr221_Pcp252;tr221;Exit evaluation for truck
eval_trs_exittr257_Pcp252;tr257;Exit evaluation for truck
Lodge_Pcp1595;Pcp1595;lodged pickup plan
Lodge_Pcp1595;Cr1069;cargo to be picked up
Lodge_Pcp1906;Pcp1906;lodged pickup plan
Lodge_Pcp1906;Cr1732;cargo to be picked up
assign_trs_Pcp1131;tr51;Pickup plan trucks assignment
assign_trs_Pcp1131;tr259;Pickup plan trucks assignment
assign_trs_Pcp1131;tr160;Pickup plan trucks assignment
assign_trs_Pcp1131;tr251;Pickup plan trucks assignment
trs_entrytr51;tr51;Entry evaluation for truck
weigh_empty_trucktr51;tr51;Empty truck weighed
trs_entrytr259;tr259;Entry evaluation for truck
trs_entrytr251;tr251;Entry evaluation for truck
trs_entrytr160;tr160;Entry evaluation for truck
weigh_empty_trucktr160;tr160;Empty truck weighed
weigh_empty_trucktr259;tr259;Empty truck weighed
weigh_empty_trucktr251;tr251;Empty truck weighed
check_abnormalitytr51;tr51;truck exmained for empty weight abnormality
fail_weightr51;tr51;Truck failed to be weighed
check_abnormalitytr259;tr259;truck exmained for empty weight abnormality
check_abnormalitytr251;tr251;truck exmained for empty weight abnormality
check_abnormalitytr160;tr160;truck exmained for empty weight abnormality
fail_weightr251;tr251;Truck failed to be weighed
fail_weightr160;tr160;Truck failed to be weighed
arrive_at_Silo14;Silo14;Silo for truck load
determine_continuanceSilo14;Silo14;silo evaluated for pickup continuance
load_trucktr259;tr259;cargo load for truck
weigh_loaded_trucktr259;tr259;Truck weighed
input_tally_sheettr259;tr259;Tally Sheet for pickup plan
print_w_tickettr259;tr259;Printed weighing ticket for pickup plan
eval_trs_exittr259_Pcp1131;tr259;Exit evaluation for truck
assign_trs_Pcp1595;tr109;Pickup plan trucks assignment
assign_trs_Pcp1595;tr253;Pickup plan trucks assignment
assign_trs_Pcp1595;tr290;Pickup plan trucks assignment
assign_trs_Pcp1595;tr49;Pickup plan trucks assignment
assign_trs_Pcp1595;tr221;Pickup plan trucks assignment
assign_trs_Pcp1906;tr211;Pickup plan trucks assignment
assign_trs_Pcp1906;tr144;Pickup plan trucks assignment
assign_trs_Pcp1906;tr201;Pickup plan trucks assignment
trs_entrytr109;tr109;Entry evaluation for truck
assign_trs_Pcp1906;tr173;Pickup plan trucks assignment
assign_trs_Pcp1906;tr235;Pickup plan trucks assignment
assign_trs_Pcp1906;tr294;Pickup plan trucks assignment
assign_trs_Pcp1906;tr159;Pickup plan trucks assignment
trs_entrytr49;tr49;Entry evaluation for truck
trs_entrytr290;tr290;Entry evaluation for truck
trs_entrytr221;tr221;Entry evaluation for truck
trs_entrytr253;tr253;Entry evaluation for truck
weigh_empty_trucktr109;tr109;Empty truck weighed
weigh_empty_trucktr49;tr49;Empty truck weighed
weigh_empty_trucktr290;tr290;Empty truck weighed
weigh_empty_trucktr221;tr221;Empty truck weighed
weigh_empty_trucktr253;tr253;Empty truck weighed
check_abnormalitytr109;tr109;truck exmained for empty weight abnormality
check_abnormalitytr253;tr253;truck exmained for empty weight abnormality
check_abnormalitytr49;tr49;truck exmained for empty weight abnormality
check_abnormalitytr221;tr221;truck exmained for empty weight abnormality
check_abnormalitytr290;tr290;truck exmained for empty weight abnormality
trs_entrytr211;tr211;Entry evaluation for truck
trs_entrytr144;tr144;Entry evaluation for truck
trs_entrytr201;tr201;Entry evaluation for truck
trs_entrytr294;tr294;Entry evaluation for truck
trs_entrytr235;tr235;Entry evaluation for truck
trs_entrytr159;tr159;Entry evaluation for truck
trs_entrytr173;tr173;Entry evaluation for truck
Lodge_Pcp548;Pcp548;lodged pickup plan
Lodge_Pcp548;Cr123;cargo to be picked up
fail_weightr109;tr109;Truck failed to be weighed
fail_weightr253;tr253;Truck failed to be weighed
fail_weightr221;tr221;Truck failed to be weighed
fail_weightr49;tr49;Truck failed to be weighed
weigh_empty_trucktr144;tr144;Empty truck weighed
weigh_empty_trucktr201;tr201;Empty truck weighed
weigh_empty_trucktr211;tr211;Empty truck weighed
weigh_empty_trucktr235;tr235;Empty truck weighed
weigh_empty_trucktr294;tr294;Empty truck weighed
weigh_empty_trucktr159;tr159;Empty truck weighed
weigh_empty_trucktr173;tr173;Empty truck weighed
arrive_at_Silo40;Silo40;Silo for truck load
determine_continuanceSilo40;Silo40;silo evaluated for pickup continuance
check_abnormalitytr211;tr211;truck exmained for empty weight abnormality
check_abnormalitytr144;tr144;truck exmained for empty weight abnormality
check_abnormalitytr201;tr201;truck exmained for empty weight abnormality
check_abnormalitytr159;tr159;truck exmained for empty weight abnormality
check_abnormalitytr235;tr235;truck exmained for empty weight abnormality
check_abnormalitytr294;tr294;truck exmained for empty weight abnormality
check_abnormalitytr173;tr173;truck exmained for empty weight abnormality
load_trucktr290;tr290;cargo load for truck
fail_weightr211;tr211;Truck failed to be weighed
fail_weightr201;tr201;Truck failed to be weighed
fail_weightr173;tr173;Truck failed to be weighed
fail_weightr235;tr235;Truck failed to be weighed
arrive_at_Silo87;Silo87;Silo for truck load
determine_continuanceSilo87;Silo87;silo evaluated for pickup continuance
arrive_at_Silo87;Silo87;Silo for truck load
arrive_at_Silo87;Silo87;Silo for truck load
load_trucktr144;tr144;cargo load for truck
determine_continuanceSilo87;Silo87;silo evaluated for pickup continuance
determine_continuanceSilo87;Silo87;silo evaluated for pickup continuance
load_trucktr294;tr294;cargo load for truck
load_trucktr159;tr159;cargo load for truck
weigh_loaded_trucktr144;tr144;Truck weighed
weigh_loaded_trucktr294;tr294;Truck weighed
weigh_loaded_trucktr159;tr159;Truck weighed
weigh_loaded_trucktr290;tr290;Truck weighed
print_w_tickettr144;tr144;Printed weighing ticket for pickup plan
input_tally_sheettr144;tr144;Tally Sheet for pickup plan
eval_trs_exittr144_Pcp1906;tr144;Exit evaluation for truck
print_w_tickettr159;tr159;Printed weighing ticket for pickup plan
input_tally_sheettr294;tr294;Tally Sheet for pickup plan
input_tally_sheettr159;tr159;Tally Sheet for pickup plan
print_w_tickettr294;tr294;Printed weighing ticket for pickup plan
eval_trs_exittr294_Pcp1906;tr294;Exit evaluation for truck
eval_trs_exittr159_Pcp1906;tr159;Exit evaluation for truck
print_w_tickettr290;tr290;Printed weighing ticket for pickup plan
input_tally_sheettr290;tr290;Tally Sheet for pickup plan
eval_trs_exittr290_Pcp1595;tr290;Exit evaluation for truck
Lodge_Pcp1352;Pcp1352;lodged pickup plan
Lodge_Pcp1352;Cr373;cargo to be picked up
assign_trs_Pcp548;tr133;Pickup plan trucks assignment
assign_trs_Pcp548;tr172;Pickup plan trucks assignment
assign_trs_Pcp548;tr102;Pickup plan trucks assignment
assign_trs_Pcp548;tr143;Pickup plan trucks assignment
assign_trs_Pcp548;tr60;Pickup plan trucks assignment
trs_entrytr133;tr133;Entry evaluation for truck
trs_entrytr143;tr143;Entry evaluation for truck
trs_entrytr102;tr102;Entry evaluation for truck
trs_entrytr172;tr172;Entry evaluation for truck
trs_entrytr60;tr60;Entry evaluation for truck
weigh_empty_trucktr133;tr133;Empty truck weighed
weigh_empty_trucktr172;tr172;Empty truck weighed
weigh_empty_trucktr143;tr143;Empty truck weighed
weigh_empty_trucktr60;tr60;Empty truck weighed
weigh_empty_trucktr102;tr102;Empty truck weighed
check_abnormalitytr133;tr133;truck exmained for empty weight abnormality
check_abnormalitytr172;tr172;truck exmained for empty weight abnormality
check_abnormalitytr60;tr60;truck exmained for empty weight abnormality
check_abnormalitytr102;tr102;truck exmained for empty weight abnormality
check_abnormalitytr143;tr143;truck exmained for empty weight abnormality
fail_weightr143;tr143;Truck failed to be weighed
fail_weightr172;tr172;Truck failed to be weighed
fail_weightr102;tr102;Truck failed to be weighed
fail_weightr60;tr60;Truck failed to be weighed
arrive_at_Silo63;Silo63;Silo for truck load
Lodge_Pcp1798;Pcp1798;lodged pickup plan
Lodge_Pcp1798;Cr1751;cargo to be picked up
determine_continuanceSilo63;Silo63;silo evaluated for pickup continuance
load_trucktr133;tr133;cargo load for truck
weigh_loaded_trucktr133;tr133;Truck weighed
input_tally_sheettr133;tr133;Tally Sheet for pickup plan
print_w_tickettr133;tr133;Printed weighing ticket for pickup plan
eval_trs_exittr133_Pcp548;tr133;Exit evaluation for truck
assign_trs_Pcp1352;tr65;Pickup plan trucks assignment
assign_trs_Pcp1352;tr129;Pickup plan trucks assignment
assign_trs_Pcp1352;tr15;Pickup plan trucks assignment
assign_trs_Pcp1352;tr81;Pickup plan trucks assignment
assign_trs_Pcp1352;tr70;Pickup plan trucks assignment
assign_trs_Pcp1352;tr147;Pickup plan trucks assignment
trs_entrytr65;tr65;Entry evaluation for truck
trs_entrytr81;tr81;Entry evaluation for truck
trs_entrytr15;tr15;Entry evaluation for truck
trs_entrytr129;tr129;Entry evaluation for truck
trs_entrytr147;tr147;Entry evaluation for truck
trs_entrytr70;tr70;Entry evaluation for truck
weigh_empty_trucktr129;tr129;Empty truck weighed
weigh_empty_trucktr65;tr65;Empty truck weighed
weigh_empty_trucktr81;tr81;Empty truck weighed
weigh_empty_trucktr15;tr15;Empty truck weighed
weigh_empty_trucktr70;tr70;Empty truck weighed
weigh_empty_trucktr147;tr147;Empty truck weighed
check_abnormalitytr81;tr81;truck exmained for empty weight abnormality
check_abnormalitytr65;tr65;truck exmained for empty weight abnormality
check_abnormalitytr129;tr129;truck exmained for empty weight abnormality
check_abnormalitytr15;tr15;truck exmained for empty weight abnormality
check_abnormalitytr70;tr70;truck exmained for empty weight abnormality
check_abnormalitytr147;tr147;truck exmained for empty weight abnormality
fail_weightr65;tr65;Truck failed to be weighed
fail_weightr129;tr129;Truck failed to be weighed
fail_weightr15;tr15;Truck failed to be weighed
Lodge_Pcp148;Pcp148;lodged pickup plan
Lodge_Pcp148;Cr686;cargo to be picked up
fail_weightr147;tr147;Truck failed to be weighed
arrive_at_Silo91;Silo91;Silo for truck load
arrive_at_Silo91;Silo91;Silo for truck load
determine_continuanceSilo91;Silo91;silo evaluated for pickup continuance
determine_continuanceSilo91;Silo91;silo evaluated for pickup continuance
load_trucktr81;tr81;cargo load for truck
load_trucktr70;tr70;cargo load for truck
weigh_loaded_trucktr81;tr81;Truck weighed
weigh_loaded_trucktr70;tr70;Truck weighed
print_w_tickettr81;tr81;Printed weighing ticket for pickup plan
input_tally_sheettr81;tr81;Tally Sheet for pickup plan
input_tally_sheettr70;tr70;Tally Sheet for pickup plan
print_w_tickettr70;tr70;Printed weighing ticket for pickup plan
eval_trs_exittr81_Pcp1352;tr81;Exit evaluation for truck
eval_trs_exittr70_Pcp1352;tr70;Exit evaluation for truck
assign_trs_Pcp1798;tr97;Pickup plan trucks assignment
assign_trs_Pcp1798;tr254;Pickup plan trucks assignment
assign_trs_Pcp1798;tr80;Pickup plan trucks assignment
assign_trs_Pcp1798;tr62;Pickup plan trucks assignment
assign_trs_Pcp1798;tr164;Pickup plan trucks assignment
assign_trs_Pcp1798;tr7;Pickup plan trucks assignment
assign_trs_Pcp1798;tr84;Pickup plan trucks assignment
trs_entrytr97;tr97;Entry evaluation for truck
trs_entrytr80;tr80;Entry evaluation for truck
trs_entrytr254;tr254;Entry evaluation for truck
trs_entrytr7;tr7;Entry evaluation for truck
trs_entrytr164;tr164;Entry evaluation for truck
trs_entrytr62;tr62;Entry evaluation for truck
weigh_empty_trucktr254;tr254;Empty truck weighed
weigh_empty_trucktr80;tr80;Empty truck weighed
weigh_empty_trucktr97;tr97;Empty truck weighed
trs_entrytr84;tr84;Entry evaluation for truck
weigh_empty_trucktr164;tr164;Empty truck weighed
weigh_empty_trucktr7;tr7;Empty truck weighed
weigh_empty_trucktr62;tr62;Empty truck weighed
weigh_empty_trucktr84;tr84;Empty truck weighed
check_abnormalitytr254;tr254;truck exmained for empty weight abnormality
check_abnormalitytr97;tr97;truck exmained for empty weight abnormality
check_abnormalitytr80;tr80;truck exmained for empty weight abnormality
check_abnormalitytr164;tr164;truck exmained for empty weight abnormality
check_abnormalitytr62;tr62;truck exmained for empty weight abnormality
check_abnormalitytr7;tr7;truck exmained for empty weight abnormality
fail_weightr97;tr97;Truck failed to be weighed
check_abnormalitytr84;tr84;truck exmained for empty weight abnormality
Lodge_Pcp44;Pcp44;lodged pickup plan
Lodge_Pcp44;Cr1878;cargo to be picked up
fail_weightr62;tr62;Truck failed to be weighed
arrive_at_Silo28;Silo28;Silo for truck load
arrive_at_Silo28;Silo28;Silo for truck load
fail_weightr84;tr84;Truck failed to be weighed
arrive_at_Silo28;Silo28;Silo for truck load
arrive_at_Silo28;Silo28;Silo for truck load
determine_continuanceSilo28;Silo28;silo evaluated for pickup continuance
determine_continuanceSilo28;Silo28;silo evaluated for pickup continuance
determine_continuanceSilo28;Silo28;silo evaluated for pickup continuance
determine_continuanceSilo28;Silo28;silo evaluated for pickup continuance
load_trucktr80;tr80;cargo load for truck
load_trucktr254;tr254;cargo load for truck
load_trucktr164;tr164;cargo load for truck
load_trucktr7;tr7;cargo load for truck
Lodge_Pcp1473;Pcp1473;lodged pickup plan
Lodge_Pcp1473;Cr1532;cargo to be picked up
weigh_loaded_trucktr80;tr80;Truck weighed
weigh_loaded_trucktr254;tr254;Truck weighed
weigh_loaded_trucktr164;tr164;Truck weighed
weigh_loaded_trucktr7;tr7;Truck weighed
assign_trs_Pcp148;tr161;Pickup plan trucks assignment
print_w_tickettr254;tr254;Printed weighing ticket for pickup plan
input_tally_sheettr254;tr254;Tally Sheet for pickup plan
print_w_tickettr80;tr80;Printed weighing ticket for pickup plan
input_tally_sheettr80;tr80;Tally Sheet for pickup plan
print_w_tickettr7;tr7;Printed weighing ticket for pickup plan
input_tally_sheettr164;tr164;Tally Sheet for pickup plan
print_w_tickettr164;tr164;Printed weighing ticket for pickup plan
input_tally_sheettr7;tr7;Tally Sheet for pickup plan
assign_trs_Pcp148;tr105;Pickup plan trucks assignment
assign_trs_Pcp148;tr75;Pickup plan trucks assignment
assign_trs_Pcp148;tr258;Pickup plan trucks assignment
Lodge_Pcp485;Pcp485;lodged pickup plan
Lodge_Pcp485;Cr1578;cargo to be picked up
eval_trs_exittr254_Pcp1798;tr254;Exit evaluation for truck
eval_trs_exittr80_Pcp1798;tr80;Exit evaluation for truck
eval_trs_exittr7_Pcp1798;tr7;Exit evaluation for truck
eval_trs_exittr164_Pcp1798;tr164;Exit evaluation for truck
trs_entrytr161;tr161;Entry evaluation for truck
weigh_empty_trucktr161;tr161;Empty truck weighed
trs_entrytr75;tr75;Entry evaluation for truck
trs_entrytr105;tr105;Entry evaluation for truck
trs_entrytr258;tr258;Entry evaluation for truck
weigh_empty_trucktr105;tr105;Empty truck weighed
weigh_empty_trucktr258;tr258;Empty truck weighed
weigh_empty_trucktr75;tr75;Empty truck weighed
check_abnormalitytr161;tr161;truck exmained for empty weight abnormality
check_abnormalitytr75;tr75;truck exmained for empty weight abnormality
check_abnormalitytr105;tr105;truck exmained for empty weight abnormality
check_abnormalitytr258;tr258;truck exmained for empty weight abnormality
arrive_at_Silo100;Silo100;Silo for truck load
fail_weightr258;tr258;Truck failed to be weighed
fail_weightr75;tr75;Truck failed to be weighed
Lodge_Pcp1677;Pcp1677;lodged pickup plan
Lodge_Pcp1677;Cr1083;cargo to be picked up
determine_continuanceSilo100;Silo100;silo evaluated for pickup continuance
arrive_at_Silo100;Silo100;Silo for truck load
load_trucktr161;tr161;cargo load for truck
determine_continuanceSilo100;Silo100;silo evaluated for pickup continuance
load_trucktr105;tr105;cargo load for truck
weigh_loaded_trucktr161;tr161;Truck weighed
weigh_loaded_trucktr105;tr105;Truck weighed
input_tally_sheettr161;tr161;Tally Sheet for pickup plan
print_w_tickettr161;tr161;Printed weighing ticket for pickup plan
eval_trs_exittr161_Pcp148;tr161;Exit evaluation for truck
print_w_tickettr105;tr105;Printed weighing ticket for pickup plan
input_tally_sheettr105;tr105;Tally Sheet for pickup plan
eval_trs_exittr105_Pcp148;tr105;Exit evaluation for truck
assign_trs_Pcp44;tr222;Pickup plan trucks assignment
assign_trs_Pcp44;tr94;Pickup plan trucks assignment
assign_trs_Pcp44;tr262;Pickup plan trucks assignment
assign_trs_Pcp44;tr75;Pickup plan trucks assignment
trs_entrytr262;tr262;Entry evaluation for truck
trs_entrytr222;tr222;Entry evaluation for truck
trs_entrytr94;tr94;Entry evaluation for truck
trs_entrytr75;tr75;Entry evaluation for truck
weigh_empty_trucktr262;tr262;Empty truck weighed
weigh_empty_trucktr222;tr222;Empty truck weighed
weigh_empty_trucktr75;tr75;Empty truck weighed
weigh_empty_trucktr94;tr94;Empty truck weighed
check_abnormalitytr94;tr94;truck exmained for empty weight abnormality
check_abnormalitytr75;tr75;truck exmained for empty weight abnormality
check_abnormalitytr262;tr262;truck exmained for empty weight abnormality
check_abnormalitytr222;tr222;truck exmained for empty weight abnormality
assign_trs_Pcp1473;tr239;Pickup plan trucks assignment
assign_trs_Pcp1473;tr79;Pickup plan trucks assignment
assign_trs_Pcp1473;tr248;Pickup plan trucks assignment
assign_trs_Pcp1473;tr174;Pickup plan trucks assignment
assign_trs_Pcp1473;tr62;Pickup plan trucks assignment
arrive_at_Silo17;Silo17;Silo for truck load
arrive_at_Silo17;Silo17;Silo for truck load
arrive_at_Silo17;Silo17;Silo for truck load
arrive_at_Silo17;Silo17;Silo for truck load
determine_continuanceSilo17;Silo17;silo evaluated for pickup continuance
determine_continuanceSilo17;Silo17;silo evaluated for pickup continuance
determine_continuanceSilo17;Silo17;silo evaluated for pickup continuance
determine_continuanceSilo17;Silo17;silo evaluated for pickup continuance
assign_trs_Pcp485;tr240;Pickup plan trucks assignment
assign_trs_Pcp485;tr196;Pickup plan trucks assignment
assign_trs_Pcp485;tr34;Pickup plan trucks assignment
load_trucktr94;tr94;cargo load for truck
load_trucktr222;tr222;cargo load for truck
load_trucktr75;tr75;cargo load for truck
load_trucktr262;tr262;cargo load for truck
assign_trs_Pcp485;tr285;Pickup plan trucks assignment
trs_entrytr239;tr239;Entry evaluation for truck
trs_entrytr79;tr79;Entry evaluation for truck
Lodge_Pcp1857;Pcp1857;lodged pickup plan
Lodge_Pcp1857;Cr1535;cargo to be picked up
trs_entrytr248;tr248;Entry evaluation for truck
trs_entrytr174;tr174;Entry evaluation for truck
trs_entrytr62;tr62;Entry evaluation for truck
weigh_empty_trucktr239;tr239;Empty truck weighed
weigh_empty_trucktr79;tr79;Empty truck weighed
weigh_empty_trucktr248;tr248;Empty truck weighed
